"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"3 dias",Não,Não,30879,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"6 dias",Não,Não,28080,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"5 dias",Não,Não,34400,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Propé LF"",""Suabe Fundo de Caixa LF""}"
"5 dias",Não,Não,34015,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM"",""Suabe de Arrasto LFM""}"
"30 semanas","Sim, inativa.","Sim, inativa.",23957,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"50 semanas","Sim, viva/inativa","Sim, inativa.",17550,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",27314,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"41 semanas","Sim, viva/inativa","Sim, viva/inativa",28600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"36 semanas","Sim, inativa.","Sim, inativa.",16155,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",15000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",7840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.",Não,20267,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",53040,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",30451,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"32 semanas","Sim, inativa.","Sim, inativa.",23561,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",7950,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.",Não,32135,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"34 semanas","Sim, viva/inativa","Sim, viva",5027,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Propé LF"",""Propé LM"",Soros}"
"63 semanas","Sim, inativa.","Sim, inativa.",22708,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, inativa.",Não,21369,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"1 dia",Não,Não,13160,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto Misto""}"
"75 semanas","Sim, viva/inativa","Sim, viva/inativa",49679,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",29271,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",15483,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"38 semanas","Sim, inativa.","Sim, inativa.",32293,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",34251,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",37100,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",19890,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",17649,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",16046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, inativa.","Sim, inativa.",19168,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",16990,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"53 semanas","Sim, viva/inativa","Sim, viva/inativa",7700,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",15380,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",16400,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",24670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",30909,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, viva/inativa","Sim, viva/inativa",8500,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,34280,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"24 semanas","Sim, inativa.","Sim, inativa.",8729,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"88 semanas","Sim, viva/inativa","Sim, inativa.",16046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",33172,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,37700,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"84 semanas","Sim, viva/inativa","Sim, inativa.",13060,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"64 semanas","Sim, viva/inativa","Sim, viva/inativa",20300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, viva/inativa","Sim, inativa.",11502,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"11 semanas","Sim, viva",Não,25989,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, inativa.","Sim, inativa.",8037,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"9 semanas","Sim, viva",Não,12399,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Cloaca"",""Suabe de Traquéia""}"
"24 semanas","Sim, inativa.","Sim, inativa.",27401,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",7982,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"64 semanas","Sim, viva/inativa","Sim, viva/inativa",42130,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"40 semanas","Sim, viva/inativa","Sim, inativa.",23512,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,28080,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM"",""Suabe Fundo de Caixa LMM""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",27405,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",31100,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, inativa.","Sim, inativa.",24732,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"66 semanas","Sim, viva/inativa","Sim, viva/inativa",25393,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, inativa.","Sim, inativa.",17021,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",15450,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",8447,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,61170,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"5 dias",Não,Não,46720,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"48 semanas","Sim, inativa.","Sim, inativa.",24097,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"1 dia",Não,Não,6870,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF""}"
"44 semanas","Sim, inativa.","Sim, inativa.",25000,Incubatório,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Fígado"",Meconio,""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Superfície,""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Soros,""Suabe de Arrasto Misto"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",Orgãos,Orgãos,Soros,Orgãos,Orgãos,Soros,""Fezes Frescas"",""Orgãos - Coração"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Tonsilas Cecais"",""Propé Misto"",""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Ovário"",""Orgãos - Fígado"",""Ovos Bicados "",Orgãos,Soros,""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Baço"",""Aves Mortas Misto""}"
"52 semanas","Sim, inativa.","Sim, inativa.",8551,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"53 semanas","Sim, inativa.","Sim, viva",2785,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Propé LF"",""Propé LM"",Soros}"
"3 dias",Não,Não,27850,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF""}"
"4 dias",Não,Não,12160,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"72 semanas","Sim, inativa.",Não,13714,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",30434,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"36 semanas","Sim, inativa.",Não,26411,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",19763,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",37889,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, inativa.",Não,5220,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto""}"
"12 semanas","Sim, viva","Sim, viva",13277,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LM"",Soros}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",25393,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, inativa.","Sim, inativa.",22918,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",30083,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",23000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",37780,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, viva/inativa","Sim, inativa.",11046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,54774,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM"",""Suabe Fundo de Caixa LFM""}"
"29 semanas","Sim, inativa.","Sim, inativa.",37997,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"62 semanas","Sim, inativa.","Sim, inativa.",15652,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",44061,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"6 dias",Não,Não,27091,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"5 dias",Não,Não,30879,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"48 semanas","Sim, viva/inativa","Sim, inativa.",42957,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",64634,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",12050,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva","Sim, inativa.",7917,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",54537,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"58 semanas","Sim, viva/inativa","Sim, viva/inativa",27530,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Suabe de Cloaca""}"
"75 semanas","Sim, viva/inativa","Sim, inativa.",28989,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto""}"
"1 semana",Não,Não,34015,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF"",""Suabe de Arrasto LMF""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",9352,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"24 semanas","Sim, inativa.","Sim, inativa.",26256,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",29436,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",28600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"23 semanas","Sim, viva/inativa","Sim, inativa.",11520,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",13700,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, inativa.",11680,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",21592,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"151 semanas",Não,Não,23123,Granja,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Fígado"",Meconio,""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Superfície,""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",""Suabe de Traquéia"",Soros,Soros,""Suabe de Arrasto Misto"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Suabe de Traquéia"",""Suabe de Traquéia"",Orgãos,Orgãos,Soros,Orgãos,Orgãos,Soros,""Fezes Frescas"",""Orgãos - Coração"",""Orgãos - Baço"",""Orgãos - Fígado"",""Orgãos - Ovário"",""Orgãos - Tonsilas Cecais"",""Propé Misto"",""Suabe de Traquéia"",""Orgãos - Baço"",""Orgãos - Coração"",""Orgãos - Ovário"",""Orgãos - Fígado"",""Ovos Bicados "",Orgãos,Soros,""Suabe de Traquéia"",""Suabe de Traquéia"",""Orgãos - Baço"",""Aves Mortas Misto""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",13562,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, inativa.","Sim, inativa.",25968,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"3 semanas",Não,"Sim, viva",71224,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto""}"
"24 semanas","Sim, inativa.","Sim, inativa.",25951,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",55858,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"46 semanas","Sim, viva/inativa","Sim, viva/inativa",7840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"41 semanas","Sim, viva/inativa","Sim, viva/inativa",7870,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas""}"
"15 semanas","Sim, inativa.","Sim, viva",5239,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LM"",Soros}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",16500,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"1 dia",Não,Não,31255,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"64 semanas","Sim, viva/inativa","Sim, viva/inativa",18160,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"47 semanas","Sim, viva/inativa","Sim, viva/inativa",7660,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",33300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"42 semanas","Sim, viva/inativa","Sim, viva/inativa",15780,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, inativa.","Sim, inativa.",31687,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",28398,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"12 semanas","Sim, viva","Sim, viva",20412,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LM"",Soros}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",39024,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",6460,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",33497,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 dia",Não,Não,29100,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas Misto"",""Propé Misto"",""Suabe Fundo de Caixa Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",21912,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"33 semanas","Sim, inativa.","Sim, viva",5318,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Propé LF"",""Propé LM"",Soros}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",8350,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de gema""}"
"38 semanas","Sim, viva/inativa","Sim, viva/inativa",13011,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,37850,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"61 semanas","Sim, viva/inativa","Sim, inativa.",21905,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"53 semanas","Sim, viva/inativa","Sim, viva/inativa",32090,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"32 semanas","Sim, viva/inativa","Sim, viva/inativa",44388,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",15709,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,25630,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe de Arrasto LFF""}"
"1 dia",Não,Não,26180,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"60 semanas","Sim, inativa.",Não,18623,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.",Não,36133,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",31864,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",7940,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"5 dias",Não,Não,24876,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",29670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
