"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"1 dia",Não,Não,6950,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM"",""Suabe Fundo de Caixa Misto""}"
"4 dias",Não,Não,32100,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe Fundo de Caixa Misto""}"
"49 semanas","Sim, inativa.","Sim, inativa.",38633,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"12 semanas","Sim, viva","Sim, viva",35233,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"1 semana",Não,Não,11260,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF""}"
"36 semanas","Sim, inativa.","Sim, inativa.",61320,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16390,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.",Não,24614,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",41305,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",23440,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"23 semanas","Sim, viva/inativa","Sim, viva/inativa",46007,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"30 semanas","Sim, inativa.","Sim, inativa.",38675,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",38661,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",37751,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",14602,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,33906,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM"",""Suabe Fundo de Caixa LFM""}"
"50 semanas","Sim, viva/inativa","Sim, viva/inativa",16318,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",6609,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",15930,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva/inativa",Não,12350,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, viva",Não,53753,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",33420,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",16186,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,18200,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Propé Misto""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",30379,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"40 semanas","Sim, inativa.","Sim, inativa.",8368,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, viva/inativa","Sim, inativa.",52400,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"28 semanas","Sim, viva/inativa","Sim, viva/inativa",34661,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"46 semanas","Sim, viva/inativa","Sim, viva/inativa",13420,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",42178,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",23900,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, inativa.",45383,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",8050,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, inativa.","Sim, inativa.",32408,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",33405,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",32780,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",36800,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"75 semanas","Sim, viva/inativa","Sim, inativa.",13060,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, viva/inativa","Sim, viva/inativa",65910,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.",Não,39696,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",25260,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"75 semanas","Sim, viva/inativa","Sim, viva/inativa",13870,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",32424,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"35 semanas","Sim, viva/inativa","Sim, viva/inativa",16000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"1 semana","Sim, inativa.",Não,17080,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",6856,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"49 semanas","Sim, viva/inativa","Sim, inativa.",8237,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,29760,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"60 semanas","Sim, inativa.",Não,28369,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, inativa.","Sim, inativa.",16859,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",62554,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",7730,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"72 semanas","Sim, viva/inativa","Sim, inativa.",14098,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"59 semanas","Sim, inativa.","Sim, inativa.",9585,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"51 semanas","Sim, inativa.","Sim, inativa.",23843,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"28 semanas","Sim, inativa.",Não,2196,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",31900,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"54 semanas","Sim, inativa.","Sim, inativa.",23085,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",31530,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"31 semanas","Sim, viva/inativa",Não,9116,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"12 semanas",Não,Não,24694,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"38 semanas","Sim, inativa.",Não,10166,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"1 dia",Não,Não,37470,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",16530,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"50 semanas","Sim, viva/inativa","Sim, inativa.",19200,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"10 semanas","Sim, viva",Não,33308,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"32 semanas","Sim, viva/inativa","Sim, viva/inativa",25389,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 semana",Não,Não,2140,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LM"",""Suabe Fundo de Caixa LM""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",38080,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,18090,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF""}"
"63 semanas","Sim, viva/inativa","Sim, inativa.",9031,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",36204,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"78 semanas","Sim, inativa.",Não,3297,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"62 semanas","Sim, viva/inativa","Sim, viva/inativa",30220,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,27020,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM"",""Suabe de Arrasto LMM""}"
"3 dias",Não,Não,30879,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",35837,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"11 semanas","Sim, viva",Não,35905,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16030,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",8300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"43 semanas","Sim, inativa.",Não,2905,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, inativa.",26175,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.","Sim, inativa.",37987,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"6 dias",Não,Não,28080,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",15480,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas"",""Fezes Frescas""}"
"38 semanas","Sim, viva/inativa","Sim, inativa.",24541,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",23277,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto""}"
"34 semanas","Sim, viva/inativa","Sim, viva/inativa",42334,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"76 semanas","Sim, viva/inativa","Sim, inativa.",18720,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"47 semanas","Sim, viva/inativa","Sim, viva/inativa",15000,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"12 semanas","Sim, viva","Sim, viva",27754,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"32 semanas","Sim, viva/inativa","Sim, viva/inativa",8580,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"48 semanas","Sim, viva/inativa",Não,20142,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, inativa.",15563,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, inativa.","Sim, inativa.",38506,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",31736,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",21740,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"34 semanas","Sim, inativa.","Sim, viva",8009,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",Soros}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",36646,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",37620,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",26014,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"58 semanas","Sim, viva/inativa","Sim, viva/inativa",14580,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas"",""Fezes Frescas""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",42731,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",24008,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"49 semanas","Sim, inativa.","Sim, inativa.",23350,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"37 semanas","Sim, inativa.","Sim, inativa.",25347,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"60 semanas","Sim, viva/inativa","Sim, inativa.",10192,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",36992,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 dia",Não,Não,29880,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF""}"
"11 semanas","Sim, viva","Sim, viva",65050,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"44 semanas","Sim, inativa.","Sim, viva",4418,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LM"",Soros}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",44088,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"65 semanas","Sim, viva/inativa","Sim, viva/inativa",38080,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",8452,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"62 semanas","Sim, inativa.",Não,24270,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",10500,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",15900,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, viva/inativa","Sim, viva/inativa",7710,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, inativa.",Não,19143,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.","Sim, inativa.",48909,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"34 semanas","Sim, viva/inativa","Sim, viva",4950,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Propé LF"",""Propé LM"",Soros}"
"75 semanas","Sim, viva/inativa","Sim, inativa.",17534,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, inativa.","Sim, inativa.",23818,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",32886,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",19510,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"23 semanas","Sim, viva/inativa","Sim, inativa.",9768,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",69193,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",32082,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",14820,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",44754,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"29 semanas","Sim, inativa.","Sim, inativa.",49808,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"75 semanas","Sim, viva/inativa","Sim, viva/inativa",11324,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"41 semanas","Sim, viva/inativa","Sim, viva/inativa",15260,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Fezes Frescas"",""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",6733,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
